corpus,name,schema,constructor,positive_nodes
Matched AI Lean root values,pair_34e33ffa,all normalized constructors,Let,39
Matched AI Lean root values,pair_34e33ffa,shared binary core,App,11593
Matched AI Lean root values,pair_34e33ffa,shared binary core,Lam,102
Matched AI Lean root values,pair_34e33ffa,shared binary core,Pi,3
Matched AI Lean root values,pair_34e33ffa,shared binary core,Let,39
Matched human Lean root values,pair_358e95d5,all normalized constructors,App,989
Matched human Lean root values,pair_358e95d5,all normalized constructors,Lam,71
Matched human Lean root values,pair_358e95d5,all normalized constructors,Let,9
Matched human Lean root values,pair_358e95d5,shared binary core,App,989
Matched human Lean root values,pair_358e95d5,shared binary core,Lam,71
Matched human Lean root values,pair_358e95d5,shared binary core,Let,9
Matched AI Lean root values,pair_358e95d5,all normalized constructors,App,276
Matched AI Lean root values,pair_358e95d5,all normalized constructors,Lam,23
Matched AI Lean root values,pair_358e95d5,all normalized constructors,Let,13
Matched AI Lean root values,pair_358e95d5,shared binary core,App,276
Matched AI Lean root values,pair_358e95d5,shared binary core,Lam,23
Matched AI Lean root values,pair_358e95d5,shared binary core,Let,13
Matched human Lean root values,pair_3757881d,all normalized constructors,App,9446
Matched human Lean root values,pair_3757881d,all normalized constructors,Pi,3
Matched human Lean root values,pair_3757881d,all normalized constructors,Lam,87
Matched human Lean root values,pair_3757881d,all normalized constructors,Let,28
Matched human Lean root values,pair_3757881d,shared binary core,App,9446
Matched human Lean root values,pair_3757881d,shared binary core,Pi,3
Matched human Lean root values,pair_3757881d,shared binary core,Lam,87
Matched human Lean root values,pair_3757881d,shared binary core,Let,28
Matched AI Lean root values,pair_3757881d,all normalized constructors,App,8056
Matched AI Lean root values,pair_3757881d,all normalized constructors,Pi,3
Matched AI Lean root values,pair_3757881d,all normalized constructors,Lam,70
Matched AI Lean root values,pair_3757881d,all normalized constructors,Let,21
Matched AI Lean root values,pair_3757881d,shared binary core,App,8056
Matched AI Lean root values,pair_3757881d,shared binary core,Pi,3
Matched AI Lean root values,pair_3757881d,shared binary core,Lam,70
Matched AI Lean root values,pair_3757881d,shared binary core,Let,21
Matched human Lean root values,pair_37c40664,all normalized constructors,App,1315
Matched human Lean root values,pair_37c40664,all normalized constructors,Pi,8
Matched human Lean root values,pair_37c40664,all normalized constructors,Lam,31
Matched human Lean root values,pair_37c40664,all normalized constructors,Let,3
Matched human Lean root values,pair_37c40664,shared binary core,App,1315
Matched human Lean root values,pair_37c40664,shared binary core,Pi,8
Matched human Lean root values,pair_37c40664,shared binary core,Lam,31
Matched human Lean root values,pair_37c40664,shared binary core,Let,3
Matched AI Lean root values,pair_37c40664,all normalized constructors,App,1539
Matched AI Lean root values,pair_37c40664,all normalized constructors,Pi,8
Matched AI Lean root values,pair_37c40664,all normalized constructors,Lam,27
Matched AI Lean root values,pair_37c40664,all normalized constructors,Let,4
Matched AI Lean root values,pair_37c40664,shared binary core,App,1539
Matched AI Lean root values,pair_37c40664,shared binary core,Pi,8
Matched AI Lean root values,pair_37c40664,shared binary core,Lam,27
Matched AI Lean root values,pair_37c40664,shared binary core,Let,4
Matched human Lean root values,pair_37d880cd,all normalized constructors,App,1334
Matched human Lean root values,pair_37d880cd,all normalized constructors,Lam,41
Matched human Lean root values,pair_37d880cd,all normalized constructors,Pi,5
Matched human Lean root values,pair_37d880cd,all normalized constructors,Let,7
Matched human Lean root values,pair_37d880cd,shared binary core,App,1334
Matched human Lean root values,pair_37d880cd,shared binary core,Lam,41
Matched human Lean root values,pair_37d880cd,shared binary core,Pi,5
Matched human Lean root values,pair_37d880cd,shared binary core,Let,7
Matched AI Lean root values,pair_37d880cd,all normalized constructors,App,695
Matched AI Lean root values,pair_37d880cd,all normalized constructors,Lam,30
Matched AI Lean root values,pair_37d880cd,all normalized constructors,Let,3
Matched AI Lean root values,pair_37d880cd,all normalized constructors,Pi,2
Matched AI Lean root values,pair_37d880cd,shared binary core,App,695
Matched AI Lean root values,pair_37d880cd,shared binary core,Lam,30
Matched AI Lean root values,pair_37d880cd,shared binary core,Let,3
Matched AI Lean root values,pair_37d880cd,shared binary core,Pi,2
Matched human Lean root values,pair_3b1172ec,all normalized constructors,App,1637
Matched human Lean root values,pair_3b1172ec,all normalized constructors,Lam,4
Matched human Lean root values,pair_3b1172ec,all normalized constructors,Pi,8
Matched human Lean root values,pair_3b1172ec,all normalized constructors,Let,1
Matched human Lean root values,pair_3b1172ec,shared binary core,App,1637
Matched human Lean root values,pair_3b1172ec,shared binary core,Lam,4
Matched human Lean root values,pair_3b1172ec,shared binary core,Pi,8
Matched human Lean root values,pair_3b1172ec,shared binary core,Let,1
Matched AI Lean root values,pair_3b1172ec,all normalized constructors,App,719
Matched AI Lean root values,pair_3b1172ec,all normalized constructors,Lam,3
Matched AI Lean root values,pair_3b1172ec,all normalized constructors,Pi,5
Matched AI Lean root values,pair_3b1172ec,shared binary core,App,719
Matched AI Lean root values,pair_3b1172ec,shared binary core,Lam,3
Matched AI Lean root values,pair_3b1172ec,shared binary core,Pi,5
Matched human Lean root values,pair_3b470502,all normalized constructors,App,2452
Matched human Lean root values,pair_3b470502,all normalized constructors,Lam,35
Matched human Lean root values,pair_3b470502,all normalized constructors,Pi,9
Matched human Lean root values,pair_3b470502,all normalized constructors,Let,6
Matched human Lean root values,pair_3b470502,shared binary core,App,2452
Matched human Lean root values,pair_3b470502,shared binary core,Lam,35
Matched human Lean root values,pair_3b470502,shared binary core,Pi,9
Matched human Lean root values,pair_3b470502,shared binary core,Let,6
Matched AI Lean root values,pair_3b470502,all normalized constructors,App,2409
Matched AI Lean root values,pair_3b470502,all normalized constructors,Lam,33
Matched AI Lean root values,pair_3b470502,all normalized constructors,Pi,10
Matched AI Lean root values,pair_3b470502,all normalized constructors,Let,5
Matched AI Lean root values,pair_3b470502,shared binary core,App,2409
Matched AI Lean root values,pair_3b470502,shared binary core,Lam,33
Matched AI Lean root values,pair_3b470502,shared binary core,Pi,10
Matched AI Lean root values,pair_3b470502,shared binary core,Let,5
Matched human Lean root values,pair_3cca9874,all normalized constructors,App,1150
Matched human Lean root values,pair_3cca9874,all normalized constructors,Lam,22
Matched human Lean root values,pair_3cca9874,all normalized constructors,Pi,9
Matched human Lean root values,pair_3cca9874,all normalized constructors,Let,2
Matched human Lean root values,pair_3cca9874,shared binary core,App,1150
Matched human Lean root values,pair_3cca9874,shared binary core,Lam,22
Matched human Lean root values,pair_3cca9874,shared binary core,Pi,9
Matched human Lean root values,pair_3cca9874,shared binary core,Let,2
Matched AI Lean root values,pair_3cca9874,all normalized constructors,App,1893
Matched AI Lean root values,pair_3cca9874,all normalized constructors,Lam,98
Matched AI Lean root values,pair_3cca9874,all normalized constructors,Pi,6
Matched AI Lean root values,pair_3cca9874,all normalized constructors,Let,2
Matched AI Lean root values,pair_3cca9874,shared binary core,App,1893
Matched AI Lean root values,pair_3cca9874,shared binary core,Lam,98
Matched AI Lean root values,pair_3cca9874,shared binary core,Pi,6
Matched AI Lean root values,pair_3cca9874,shared binary core,Let,2
Matched human Lean root values,pair_3da844f5,all normalized constructors,App,5322
Matched human Lean root values,pair_3da844f5,all normalized constructors,Lam,18
Matched human Lean root values,pair_3da844f5,all normalized constructors,Pi,4
Matched human Lean root values,pair_3da844f5,shared binary core,App,5322
Matched human Lean root values,pair_3da844f5,shared binary core,Lam,18
Matched human Lean root values,pair_3da844f5,shared binary core,Pi,4
Matched AI Lean root values,pair_3da844f5,all normalized constructors,App,6832
Matched AI Lean root values,pair_3da844f5,all normalized constructors,Lam,19
Matched AI Lean root values,pair_3da844f5,all normalized constructors,Pi,4
Matched AI Lean root values,pair_3da844f5,shared binary core,App,6832
Matched AI Lean root values,pair_3da844f5,shared binary core,Lam,19
Matched AI Lean root values,pair_3da844f5,shared binary core,Pi,4
Matched human Lean root values,pair_3db79af4,all normalized constructors,App,19023
Matched human Lean root values,pair_3db79af4,all normalized constructors,Lam,9000
Matched human Lean root values,pair_3db79af4,all normalized constructors,Pi,18
Matched human Lean root values,pair_3db79af4,all normalized constructors,Let,4
Matched human Lean root values,pair_3db79af4,shared binary core,App,19023
Matched human Lean root values,pair_3db79af4,shared binary core,Lam,9000
Matched human Lean root values,pair_3db79af4,shared binary core,Pi,18
Matched human Lean root values,pair_3db79af4,shared binary core,Let,4
Matched AI Lean root values,pair_3db79af4,all normalized constructors,App,19062
Matched AI Lean root values,pair_3db79af4,all normalized constructors,Lam,9001
Matched AI Lean root values,pair_3db79af4,all normalized constructors,Pi,16
Matched AI Lean root values,pair_3db79af4,all normalized constructors,Let,5
Matched AI Lean root values,pair_3db79af4,shared binary core,App,19062
Matched AI Lean root values,pair_3db79af4,shared binary core,Lam,9001
Matched AI Lean root values,pair_3db79af4,shared binary core,Pi,16
Matched AI Lean root values,pair_3db79af4,shared binary core,Let,5
Matched human Lean root values,pair_3e5837da,all normalized constructors,App,1828
Matched human Lean root values,pair_3e5837da,all normalized constructors,Lam,24
Matched human Lean root values,pair_3e5837da,all normalized constructors,Pi,3
Matched human Lean root values,pair_3e5837da,shared binary core,App,1828
Matched human Lean root values,pair_3e5837da,shared binary core,Lam,24
Matched human Lean root values,pair_3e5837da,shared binary core,Pi,3
Matched AI Lean root values,pair_3e5837da,all normalized constructors,App,5875
Matched AI Lean root values,pair_3e5837da,all normalized constructors,Lam,46
Matched AI Lean root values,pair_3e5837da,all normalized constructors,Pi,2
Matched AI Lean root values,pair_3e5837da,all normalized constructors,Let,9
Matched AI Lean root values,pair_3e5837da,shared binary core,App,5875
Matched AI Lean root values,pair_3e5837da,shared binary core,Lam,46
Matched AI Lean root values,pair_3e5837da,shared binary core,Pi,2
Matched AI Lean root values,pair_3e5837da,shared binary core,Let,9
Matched human Lean root values,pair_3e7604ad,all normalized constructors,Pi,14
Matched human Lean root values,pair_3e7604ad,all normalized constructors,App,3157
Matched human Lean root values,pair_3e7604ad,all normalized constructors,Lam,23
Matched human Lean root values,pair_3e7604ad,all normalized constructors,Let,2
Matched human Lean root values,pair_3e7604ad,shared binary core,Pi,14
Matched human Lean root values,pair_3e7604ad,shared binary core,App,3157
Matched human Lean root values,pair_3e7604ad,shared binary core,Lam,23
Matched human Lean root values,pair_3e7604ad,shared binary core,Let,2
Matched AI Lean root values,pair_3e7604ad,all normalized constructors,Pi,7
Matched AI Lean root values,pair_3e7604ad,all normalized constructors,App,3061
Matched AI Lean root values,pair_3e7604ad,all normalized constructors,Lam,13
Matched AI Lean root values,pair_3e7604ad,all normalized constructors,Let,4
Matched AI Lean root values,pair_3e7604ad,shared binary core,Pi,7
Matched AI Lean root values,pair_3e7604ad,shared binary core,App,3061
Matched AI Lean root values,pair_3e7604ad,shared binary core,Lam,13
Matched AI Lean root values,pair_3e7604ad,shared binary core,Let,4
Matched human Lean root values,pair_40400f26,all normalized constructors,App,2826
Matched human Lean root values,pair_40400f26,all normalized constructors,Lam,113
Matched human Lean root values,pair_40400f26,all normalized constructors,Pi,19
Matched human Lean root values,pair_40400f26,all normalized constructors,Let,7
Matched human Lean root values,pair_40400f26,shared binary core,App,2826
Matched human Lean root values,pair_40400f26,shared binary core,Lam,113
Matched human Lean root values,pair_40400f26,shared binary core,Pi,19
Matched human Lean root values,pair_40400f26,shared binary core,Let,7
Matched AI Lean root values,pair_40400f26,all normalized constructors,App,273
