pair,h_N,h_E,h_visits,h_dedup_ratio,h_depth,h_mean_indeg,h_max_outdeg,h_out_gini,h_n_constants,h_n_distinct_constants,h_constant_share,h_alpha_x2,h_alpha_x5,h_alpha_x10,h_has_sorry,h_truncated,a_N,a_E,a_visits,a_dedup_ratio,a_depth,a_mean_indeg,a_max_outdeg,a_out_gini,a_n_constants,a_n_distinct_constants,a_constant_share,a_alpha_x2,a_alpha_x5,a_alpha_x10,a_has_sorry,a_truncated,source
pair_82f26bd9,1798,3265,3265,1.8159065628476083,63,1.8159065628476083,121,0.4125705437554404,147,147,0.0817575083426029,2.179906048934967,2.4198297761899656,2.347227778787893,False,True,1092,1922,1922,1.76007326007326,54,1.76007326007326,98,0.3929143177322157,116,116,0.1062271062271062,2.243097836967486,2.611902786960792,2.76945272687741,False,True,amc_aime
pair_842aefbb,126,174,174,1.380952380952381,23,1.380952380952381,17,0.2705710636745119,33,33,0.2619047619047619,,,,False,True,192,292,292,1.5208333333333333,31,1.5208333333333333,20,0.3016909246575342,38,38,0.1979166666666666,2.83702037009373,,,False,True,number_theory
pair_84334dbe,12707,24867,24867,1.956952860628,82,1.956952860628,352,0.4615965324603779,212,212,0.0166837176359486,1.963056297698633,2.2488264723964884,2.3331592855342738,False,True,11216,21934,21934,1.955599144079886,84,1.955599144079886,304,0.4606111974881979,206,206,0.0183666191155492,1.962864898603917,2.2261708049029636,2.408405583871503,False,True,olympiads
pair_87179bc6,2775,5068,5068,1.8263063063063063,53,1.8263063063063063,190,0.4204001791847095,220,220,0.0792792792792792,2.0734756958801337,2.4732100341412213,2.8297453677676163,False,True,2845,5213,5213,1.8323374340949032,56,1.8323374340949032,186,0.4215644476749184,217,217,0.0762741652021089,2.079342374270698,2.472063080297003,2.865624215813477,False,True,math_test
pair_877062a7,4944,9165,9165,1.8537621359223304,61,1.8537621359223304,241,0.4226651756630067,333,333,0.0673543689320388,2.17059964475838,2.5151045634603544,2.4027761594884067,False,True,6962,13194,13194,1.895145073254812,70,1.895145073254812,236,0.4363052386377605,326,326,0.0468256248204538,2.11357732561808,2.3326439157735894,2.6317638376317323,False,True,math_train
pair_8793031c,11317,21936,21936,1.9383228770875671,93,1.9383228770875671,494,0.4575235680434545,278,278,0.0245648139966422,1.993707184444039,2.16470112025723,2.499832684979959,False,True,10969,21215,21215,1.934086972376698,87,1.934086972376698,493,0.4567268324395533,296,296,0.0269851399398304,1.995566263045271,2.165220389012781,2.483334652942613,False,True,olympiads
pair_87ba057a,399,682,682,1.7092731829573935,37,1.7092731829573935,31,0.3769835145047369,36,36,0.0902255639097744,2.1172696075536637,2.822774618656478,,False,True,386,666,666,1.7253886010362691,36,1.7253886010362691,25,0.3808290155440414,33,33,0.0854922279792746,2.0722240322582346,2.8594446860249887,,False,True,olympiads_ref
pair_87d2dbfe,1673,3096,3096,1.8505678421996417,52,1.8505678421996417,54,0.4367392281423614,88,88,0.0526001195457262,1.9722560088015273,1.809693140547032,2.6818690295883068,False,True,1474,2750,2750,1.8656716417910448,52,1.8656716417910448,49,0.4416829900086345,63,63,0.0427408412483039,1.857632625371336,1.816658322042476,2.7127764817709235,False,True,math_test
pair_88838551,2347,4257,4257,1.813804857264593,71,1.813804857264593,190,0.4146715818023078,185,185,0.0788240306774605,2.1600902607257133,2.4607494910229852,2.843591624659978,False,True,2117,3890,3890,1.8375059045819555,63,1.8375059045819555,139,0.4155115948382114,142,142,0.0670760510155881,2.1023638398476745,2.6693547082187976,3.607078831879446,False,True,amc_aime
pair_8956508b,1756,3080,3080,1.753986332574032,50,1.753986332574032,183,0.3942678904239268,201,201,0.1144646924829157,2.2036502964814293,2.7964328706084203,2.662574361803496,False,True,383,600,600,1.566579634464752,28,1.566579634464752,55,0.3310617928633594,73,73,0.1906005221932115,2.3188827350329,,,False,True,math_test
pair_896a11b6,8800,17060,17060,1.9386363636363635,78,1.9386363636363635,252,0.452502131514441,230,230,0.0261363636363636,2.1183408754482995,2.239530352616975,2.3773173097470472,False,True,372,650,650,1.7473118279569892,35,1.7473118279569892,38,0.3887262200165426,30,30,0.0806451612903225,2.233193515944331,,,False,True,olympiads_ref
pair_8a45bd25,12494,24280,24280,1.943332799743877,80,1.943332799743877,524,0.4573695802321193,331,331,0.0264927165039218,2.028768041996494,2.223731420716664,2.4445606551422885,False,True,13170,25646,25646,1.9473044798785115,97,1.9473044798785115,514,0.4584425432400055,319,319,0.0242217160212604,2.0036731884799655,2.2636936089388877,2.412142012572304,False,True,cn_contest
pair_8a465ac4,739,1198,1198,1.6211096075778078,47,1.6211096075778078,123,0.3570520104549531,131,131,0.1772665764546684,2.3933403212773774,2.40076177828777,,False,True,683,1115,1115,1.6325036603221084,42,1.6325036603221084,110,0.3622714350432345,116,116,0.1698389458272328,2.360149673577714,2.3464694673730166,,False,True,olympiads
pair_8d6d2aa2,6263,12019,12019,1.9190483793709088,85,1.9190483793709088,275,0.4514184437629403,135,135,0.0215551652562669,2.1048576562583827,2.1325147726090035,2.141297586661033,False,True,9143,17795,17795,1.9462977140982172,81,1.9462977140982172,327,0.4728307494879292,125,125,0.0136716613802909,1.9071875777461125,1.8767550242527296,2.0175449318683256,False,True,olympiads_ref
pair_8e82b67b,2139,3862,3862,1.8055165965404392,46,1.8055165965404392,153,0.4167405697595565,177,177,0.0827489481065918,2.0933686302288796,2.2209091847496616,3.1099473511388025,False,True,3448,6366,6366,1.8462877030162412,57,1.8462877030162412,208,0.42532052894109,233,233,0.0675754060324826,2.077049609389281,2.4173928988134104,2.7451365757738024,False,True,amc_aime
pair_915d7da0,3309,6100,6100,1.843457237836204,55,1.843457237836204,207,0.4214826925077657,240,240,0.0725294650951949,2.1181669765914304,2.508846312195132,2.862665977422056,False,True,3960,7370,7370,1.8611111111111112,62,1.8611111111111112,206,0.4280573030165974,250,250,0.0631313131313131,2.128125757051569,2.387488804499971,2.675622214696909,False,True,math_train
pair_919a0d3c,107,166,166,1.5514018691588785,19,1.5514018691588785,13,0.3192208084675149,16,16,0.1495327102803738,2.636571785994997,,,False,True,101,158,158,1.5643564356435644,19,1.5643564356435644,13,0.3259806993357563,14,14,0.1386138613861386,2.5674489041985917,,,False,True,number_theory
pair_92daf189,6889,13180,13180,1.913194948468573,62,1.913194948468573,302,0.4453084473477213,286,286,0.0415154594280737,2.0954575079356097,2.2816114628055124,2.441912937194532,False,True,8168,15767,15767,1.930337904015671,67,1.930337904015671,384,0.4505181960214328,270,270,0.0330558276199804,2.0711883177592494,2.279444434484236,2.559100708428793,False,True,inequalities
pair_95cc16d3,3641,6860,6860,1.884097775336446,57,1.884097775336446,169,0.4364008702315626,192,192,0.0527327657237022,2.0394839635494426,2.3310340536829735,2.731670843560602,False,True,4717,8984,8984,1.9046003815984736,63,1.9046003815984736,186,0.4435890644683191,198,198,0.0419758320966716,1.988735068500695,2.2751522322550146,2.586223734451589,False,True,math_train
pair_95ff000b,12177,23642,23642,1.9415291122608196,87,1.9415291122608196,447,0.4557774448295864,331,331,0.0271823930360515,2.016881994204651,2.2497573485453968,2.4692442810857065,False,True,10832,21082,21082,1.9462703101920236,84,1.9462703101920236,463,0.4563734181658536,265,265,0.0244645494830132,2.013160666026997,2.2398776536296734,2.5911491989165523,False,True,olympiads
pair_965e479d,10946,21347,21347,1.9502101224191488,84,1.9502101224191488,500,0.4580663730254137,250,250,0.0228393933857116,2.016052297985456,2.2798961793231607,2.4309315547730455,False,True,21846,43125,43125,1.9740455918703652,97,1.9740455918703652,849,0.4660653358755027,235,235,0.0107571180078732,1.9691256763120704,2.2952069013848977,2.4293400470522952,False,True,olympiads_ref
pair_98273f65,6722,12809,12809,1.9055340672418923,73,1.9055340672418923,297,0.4439865913604103,296,296,0.0440345135376376,2.064646796440071,2.382380668537716,2.5239517844409907,False,True,19734,38863,38863,1.9693422519509476,110,1.9693422519509476,657,0.4650965540528542,204,204,0.0103374885983581,1.981997157319113,2.320751070702729,2.302501237588216,False,True,olympiads
pair_99ea5bb6,6291,11762,11762,1.86965506278811,68,1.86965506278811,269,0.4264356513331717,365,365,0.0580193927833412,2.224814734718239,2.361963569079612,2.7220105200633196,False,True,5665,10637,10637,1.8776699029126216,75,1.8776699029126216,213,0.4272273810520505,293,293,0.051721094439541,2.1503406434699546,2.4300960464762413,2.7046023731525404,False,True,math_train
pair_99eea8ae,161,264,264,1.639751552795031,26,1.639751552795031,14,0.344438170525127,16,16,0.0993788819875776,2.3795029599772546,,,False,True,1848,3313,3313,1.7927489177489178,50,1.7927489177489178,126,0.4016770155088899,164,164,0.0887445887445887,2.162756543232607,2.819415653679705,2.856492549703333,False,True,math_test
pair_9a76e23c,10400,20218,20218,1.9440384615384616,91,1.9440384615384616,479,0.4611592297800132,269,269,0.0258653846153846,1.9475708895138069,2.17474890389755,2.4425862002967142,False,True,11553,22534,22534,1.9504890504630832,89,1.9504890504630832,529,0.462946419767535,266,266,0.023024322686748,1.9492578219186991,2.158356886664741,2.4102620575692444,False,True,cn_contest
pair_9a84ead7,1587,2799,2799,1.7637051039697542,49,1.7637051039697542,136,0.392346442930266,162,162,0.1020793950850661,2.3196750648805144,2.5768929703964725,2.9109687492736116,False,True,632,1058,1058,1.6740506329113924,34,1.6740506329113924,72,0.3622849417338661,87,87,0.1376582278481012,2.330026473951873,2.95777405756332,,False,True,math_test
pair_9af28884,2573,4811,4811,1.8698017877963464,48,1.8698017877963464,102,0.4264031538683818,137,137,0.0532452390205985,2.072930624533712,2.395336600156478,3.06676906256852,False,True,894,1597,1597,1.7863534675615214,45,1.7863534675615214,78,0.3900637240687586,80,80,0.0894854586129754,2.309362161093169,2.442133385352866,,False,True,math_train
pair_9b461a0f,4134,7692,7692,1.86066763425254,75,1.86066763425254,212,0.4247529020657681,271,271,0.0655539429124334,2.185725355465664,2.3616965660467653,2.602752622063849,False,True,5239,9922,9922,1.8938728765031496,87,1.8938728765031496,190,0.4330696400813538,261,261,0.0498186676846726,2.209869488764721,2.3176112314256425,2.57666719287728,False,True,math_test
pair_9d3572bb,940,1622,1622,1.725531914893617,59,1.725531914893617,92,0.3823189128210509,110,110,0.1170212765957446,2.2712943240210617,2.7113999391782957,,False,True,808,1371,1371,1.6967821782178218,42,1.6967821782178218,77,0.3748086241884582,102,102,0.1262376237623762,2.2474424621780864,2.860354306873626,,False,True,amc_aime
pair_9d50620a,8881,17185,17185,1.9350298389820968,74,1.9350298389820968,349,0.454666864237996,258,258,0.0290507825695304,2.077691192683239,2.1378478481820213,2.403808211716518,False,True,11526,22538,22538,1.9554051709179248,85,1.9554051709179248,506,0.4621759980679746,223,223,0.019347562033663,1.9869149409951408,2.1444051142023506,2.3421500748857467,False,True,math_test
pair_9effdc53,2494,4591,4591,1.8408179631114676,52,1.8408179631114676,185,0.4241808307701498,190,190,0.0761828388131515,2.1512534407098807,2.3527775122337538,2.57609299835278,False,True,3127,5770,5770,1.8452190598017268,63,1.8452190598017268,206,0.4270368385377206,230,230,0.0735529261272785,2.0965813609770736,2.2809717508575806,2.6060965460386365,False,True,cn_k12
pair_9f0d7c77,3003,5573,5573,1.855810855810856,61,1.855810855810856,191,0.4272779675614773,200,200,0.0666000666000666,2.114557607797587,2.410612297017006,2.4817361006376943,False,True,4086,7737,7737,1.893538913362702,65,1.893538913362702,227,0.440886046295205,199,199,0.0487028879099363,2.037021685808152,2.3537308354046753,2.714699376722887,False,True,amc_aime
pair_a0095248,7643,14545,14545,1.9030485411487637,74,1.9030485411487637,372,0.4407045822366955,347,347,0.0454010205416721,2.1225012526224374,2.3710029044114203,2.5325877742028453,False,True,11166,21591,21591,1.9336378291241267,87,1.9336378291241267,527,0.4569286208829508,346,346,0.0309869245925129,2.047470757077259,2.1426478690481496,2.387794474180631,False,True,math_test
pair_a00e8681,3767,6913,6913,1.8351473320945049,56,1.8351473320945049,201,0.4159426012655066,289,289,0.0767188744358906,2.2226701707212007,2.4604117055403556,2.5740514707891533,False,True,4562,8624,8624,1.8903989478298993,61,1.8903989478298993,187,0.4374171891864633,231,231,0.0506356861025865,2.0177466017140384,2.3748621635684684,2.8900662553837058,False,True,olympiads
pair_a10926bc,2315,4302,4302,1.8583153347732184,57,1.8583153347732184,130,0.4224760596558133,146,146,0.0630669546436285,2.079016358944468,2.480758465631408,2.916097795848927,False,True,2861,5387,5387,1.882908074099965,58,1.882908074099965,134,0.4298813271843545,149,149,0.0520796924152394,2.028156349637544,2.5078504273517783,2.9308207232881465,False,True,math_test
pair_a302a9d8,1406,2514,2514,1.7880512091038407,57,1.7880512091038407,64,0.4150368180012697,84,84,0.0597439544807965,2.1230818886758662,2.1157764979942755,2.350380937045828,False,True,987,1736,1736,1.7588652482269505,59,1.7588652482269505,54,0.3997380695586402,77,77,0.0780141843971631,2.011230944413697,2.486321102295114,2.835535041252408,False,True,math_train
pair_a3b6f8e9,4252,8143,8143,1.915098777046096,66,1.915098777046096,248,0.44511515064275,167,167,0.0392756349952963,2.0242926599135114,2.303464024014409,2.73955078530338,False,True,5316,10221,10221,1.922686230248307,70,1.922686230248307,248,0.4482393026823528,192,192,0.0361173814898419,2.021322397673565,2.2728552795683576,2.47421779244971,False,True,aops_forum
pair_a41e71a8,3421,6352,6352,1.8567670271850336,62,1.8567670271850336,205,0.4254464939840384,232,232,0.0678164279450453,2.1662965756494357,2.429406769355265,2.500951671692937,False,True,6133,11782,11782,1.921082667536279,62,1.921082667536279,320,0.4522593073035076,230,230,0.0375020381542475,2.009150199226566,2.1253056542178856,2.429653941775476,False,True,cn_k12
pair_a57e4b7b,3663,6916,6916,1.888069888069888,71,1.888069888069888,180,0.4374888585414901,191,191,0.0521430521430521,2.0376234058031577,2.386749229242873,2.770959261469696,False,True,7323,14195,14195,1.9384132186262464,76,1.9384132186262464,395,0.4549869247215379,207,207,0.0282671036460467,1.9995055695610064,2.203387509017525,2.511739220917188,False,True,olympiads
pair_aa25e669,1056,1838,1838,1.740530303030303,51,1.740530303030303,118,0.3922865763181323,126,126,0.1193181818181818,2.3221427775569703,2.4628604170836397,,False,True,4043,7711,7711,1.9072470937422703,67,1.9072470937422703,222,0.4440459201824454,173,173,0.0427900074202325,2.0469325612942093,2.2259691413238967,2.621098697951993,False,True,olympiads
pair_ab0f093e,1166,2104,2104,1.804459691252144,46,1.804459691252144,56,0.4030516079802255,94,94,0.0806174957118353,2.2792635280776867,2.502379436093791,2.854271232258135,False,True,448,745,745,1.6629464285714286,35,1.6629464285714286,36,0.3636355465004794,61,61,0.1361607142857142,2.2832402854319422,2.6816138224065824,,False,True,amc_aime
pair_acbd062f,4169,7857,7857,1.8846246102182775,72,1.8846246102182775,204,0.4353783339901629,217,217,0.052050851523147,2.047619551113649,2.4328309566066153,2.8025544361527372,False,True,3208,5883,5883,1.833852867830424,66,1.833852867830424,224,0.4217745306121064,239,239,0.074501246882793,2.1563334892636945,2.5068187886238693,2.5009904767320714,False,True,math_train
pair_ad39313c,200,312,312,1.56,34,1.56,19,0.3145192307692308,33,33,0.165,2.5928246009008125,,,False,True,3829,7268,7268,1.898145729955602,192,1.898145729955602,123,0.438727893161895,80,80,0.0208931835988508,2.247303974259249,2.036043828110905,1.9072331733404724,False,True,aops_forum
pair_ae900f0c,6053,11603,11603,1.9169007103915416,65,1.9169007103915416,211,0.4449579577018818,215,215,0.0355195770692218,1.9948965845517608,2.283540670136123,2.8070050298755476,False,True,1186,2052,2052,1.730185497470489,50,1.730185497470489,112,0.383916978130167,137,137,0.1155143338954468,2.246582180265067,2.606275619798251,3.5570253904106925,False,True,olympiads_ref
pair_ae9ff2a1,30446,60010,60010,1.9710306772646653,91,1.9710306772646653,1063,0.4666306869107399,368,368,0.0120869736582802,1.98682873272794,2.266112824720813,2.367546274862673,False,True,13116,25668,25668,1.9569990850869168,90,1.9569990850869168,391,0.4583328937226107,233,233,0.0177645623665751,2.0039529935743574,2.310272257753925,2.4167711852121023,False,True,olympiads_ref
pair_af58b0a0,2715,5038,5038,1.8556169429097609,61,1.8556169429097609,168,0.4267363251078178,184,184,0.0677716390423572,2.1155609324435836,2.347741441280009,2.617448908849415,False,True,3160,5914,5914,1.871518987341772,60,1.871518987341772,173,0.4320846692893498,188,188,0.0594936708860759,2.084135240467334,2.3503993501520855,2.67038495506327,False,True,cn_k12
pair_b0ad8896,10510,20258,20258,1.9274976213130353,77,1.9274976213130353,427,0.4519337463936907,314,314,0.0298763082778306,2.0656984205382907,2.2378962367848683,2.5116680310378587,False,True,8039,15366,15366,1.9114317701206616,79,1.9114317701206616,302,0.4446071075769064,309,309,0.0384376166189824,2.0443865200940365,2.2971563407164144,2.578602460924557,False,True,math_train
pair_b1a1594e,16979,32882,32882,1.936627598798516,80,1.936627598798516,504,0.4511350939497461,463,463,0.0272689793274044,2.0985308620691345,2.259604547867299,2.4173854083317488,False,True,17971,35078,35078,1.9519225418730175,106,1.9519225418730175,686,0.4603684064178393,338,338,0.0188080796839352,2.0117725085952283,2.1951441480506766,2.3121992144530723,False,True,cn_contest
pair_b21abbab,2432,4458,4458,1.8330592105263157,69,1.8330592105263157,160,0.4193274657032891,183,183,0.0752467105263157,2.2500463783676397,2.311943075266435,2.502136430892916,False,True,6565,12723,12723,1.938004569687738,75,1.938004569687738,396,0.4577490052707227,177,177,0.0269611576542269,2.028390499131352,2.086294093857872,2.474632165898398,False,True,olympiads
pair_b39511ce,7189,13919,13919,1.9361524551397968,68,1.9361524551397968,347,0.4545179929451133,219,219,0.0304632076783975,2.025406789266774,2.232943424079509,2.448955163963396,False,True,4686,8914,8914,1.9022620571916349,65,1.9022620571916349,210,0.4429144676532074,219,219,0.0467349551856594,2.048934880367032,2.356582466853175,2.371241142101619,False,True,olympiads
pair_b40cb2db,2038,3605,3605,1.768891069676153,54,1.768891069676153,212,0.4013928152889823,223,223,0.1094210009813542,2.222191596043129,2.60889780616332,2.379126785191535,False,True,2828,5243,5243,1.853960396039604,61,1.853960396039604,174,0.4253749391995955,191,191,0.0675388967468175,2.070743512215154,2.4989821111698225,2.742442283629949,False,True,math_test
pair_b4b63346,1193,2134,2134,1.7887678122380553,50,1.7887678122380553,127,0.4077173075367007,101,101,0.0846605196982397,2.301724601567929,2.320637230896878,2.4218226193106105,False,True,2251,4029,4029,1.7898711683696136,73,1.7898711683696136,137,0.4053232897565506,211,211,0.0937361172812083,2.3047837117981955,2.293958232686246,2.60858903187025,False,True,olympiads
pair_b4b897fd,1084,1862,1862,1.7177121771217712,55,1.7177121771217712,123,0.3831544464746473,137,137,0.1263837638376383,2.345263163182894,2.407216080713259,,False,True,1076,1851,1851,1.720260223048327,56,1.720260223048327,120,0.3839966942414328,133,133,0.1236059479553903,2.3267392581481907,2.426589152623719,,False,True,amc_aime
pair_b4d61cac,4888,9183,9183,1.878682487725041,80,1.878682487725041,258,0.4350112675293224,284,284,0.05810147299509,2.082056983713593,2.4136833677801106,2.588352571945605,False,True,6493,12404,12404,1.9103650084706607,69,1.9103650084706607,283,0.446993693950566,280,280,0.0431233636223625,2.0201356826074517,2.2518137086836543,2.556226148559576,False,True,olympiads
pair_b5dab1a1,1290,2265,2265,1.755813953488372,38,1.755813953488372,96,0.3876266748806407,124,124,0.0961240310077519,2.3220121619883063,2.4088920874230277,3.19281182344927,False,True,930,1571,1571,1.689247311827957,37,1.689247311827957,79,0.3648597222507409,111,111,0.1193548387096774,2.435749728618053,2.610419022972226,,False,True,amc_aime
pair_b7bb3d8e,496,828,828,1.6693548387096775,41,1.6693548387096775,50,0.3661124746766401,62,62,0.125,2.188695109947445,2.821103676825138,,False,True,512,856,856,1.671875,37,1.671875,50,0.3647552205023364,63,63,0.123046875,2.232322887635492,2.9332653602936904,,False,True,math_test
pair_b94f69f4,5234,9961,9961,1.9031333588077952,69,1.9031333588077952,219,0.4406354634047182,234,234,0.0447076805502483,2.052076216103922,2.389070778107768,2.826614311561397,False,True,7892,15220,15220,1.9285352255448556,76,1.9285352255448556,284,0.4519640141915864,254,254,0.0321844906234161,1.9939159884236364,2.2506267849082677,2.639445519961324,False,True,math_train
pair_b9bbcc78,5829,11126,11126,1.9087322010636472,60,1.9087322010636472,201,0.4365960523860456,255,255,0.0437467833247555,2.1055435982126167,2.457926188071018,2.722615381774914,False,True,6809,13094,13094,1.9230430312821265,62,1.9230430312821265,208,0.4413473501578327,250,250,0.0367161110295197,2.0756461713201735,2.406841786219953,2.6644628946619413,False,True,number_theory
pair_ba39d0a3,8165,15676,15676,1.9199020208205757,171,1.9199020208205757,229,0.4478926210446164,258,258,0.03159828536436,2.0456566812103336,2.194961181384623,2.4512051721398116,False,True,5774,10931,10931,1.893141669553169,102,1.893141669553169,164,0.4444151313857555,253,253,0.0438171111880845,2.053267173502892,2.040439355347224,2.4096823539458887,False,True,math_train
pair_babc83eb,7788,14956,14956,1.9203903441191577,73,1.9203903441191577,328,0.4485954039055566,284,284,0.0364663585002568,2.040773995719399,2.2890465553025763,2.5631447185473437,False,True,9560,18515,18515,1.936715481171548,75,1.936715481171548,454,0.4565067281193468,275,275,0.028765690376569,1.9821449929755544,2.165720577538396,2.434921446097859,False,True,olympiads
pair_bb5a8572,2075,3725,3725,1.7951807228915662,63,1.7951807228915662,178,0.4154899975741893,194,194,0.0934939759036144,2.198333325881525,2.198263332761811,2.4454837546838677,False,True,3746,6986,6986,1.8649225840896957,62,1.8649225840896957,171,0.4257268254761372,235,235,0.0627335824879871,2.1733590919379884,2.407568005279315,2.6610841003200045,False,True,olympiads
pair_bc3e9c75,2228,4013,4013,1.8011669658886893,58,1.8011669658886893,171,0.409353734116366,204,204,0.0915619389587073,2.175605468980061,2.5791561332900113,2.467236275930458,False,True,2960,5501,5501,1.858445945945946,62,1.858445945945946,172,0.4262013172052256,189,189,0.0638513513513513,2.091398168220925,2.5366576471035507,2.390949123587633,False,True,cn_k12
pair_bd329034,114601,221182,221182,1.9300180626696104,98,1.9300180626696104,5324,0.4760437614897618,2389,2389,0.0208462404342021,2.1327396098896685,1.86199645441803,2.2053369067422715,False,True,114601,221182,221182,1.9300180626696104,98,1.9300180626696104,5324,0.4760437614897618,2389,2389,0.0208462404342021,2.1327396098896685,1.86199645441803,2.2053369067422715,False,True,olympiads
pair_bde52c9a,21057,41614,41614,1.9762549271026264,98,1.9762549271026264,528,0.4645467163271123,150,150,0.0071235218692121,1.992692152656901,2.343914973791331,2.270316526557761,False,True,8128,15866,15866,1.952017716535433,67,1.952017716535433,310,0.4549154626443313,150,150,0.0184547244094488,1.9705739349456757,2.3026556681134025,2.804345392644793,False,True,math_train
pair_bf349feb,1434,2536,2536,1.7684797768479776,58,1.7684797768479776,141,0.4000595057393891,152,152,0.105997210599721,2.321219512709991,2.308385599666816,2.481660268177613,False,True,3560,6746,6746,1.894943820224719,63,1.894943820224719,215,0.4425261578230295,168,168,0.047191011235955,2.0224237551176607,2.299375626086455,2.643911498646232,False,True,math_train
pair_bf40e969,2598,4810,4810,1.8514241724403384,74,1.8514241724403384,138,0.4280053903610485,147,147,0.056581986143187,2.13997486290796,2.3395217020328327,2.4482542489003505,False,True,7650,14657,14657,1.9159477124183009,71,1.9159477124183009,257,0.4460610268532602,267,267,0.0349019607843137,2.0476477437741925,2.314454799524974,2.608972977905706,False,True,amc_aime
pair_bf419b23,119,193,193,1.6218487394957983,20,1.6218487394957983,19,0.3514607915705142,19,19,0.1596638655462184,2.236316921011495,,,False,True,116,184,184,1.5862068965517242,21,1.5862068965517242,20,0.3444527736131934,20,20,0.1724137931034483,2.2026588387931714,,,False,True,math_train
pair_bf476baa,15069,29700,29700,1.9709337049571969,114,1.9709337049571969,484,0.4606071018321334,199,199,0.0132059194372552,2.032107869056353,2.2806376553087695,2.5282529332317605,False,True,15410,30381,30381,1.971512005191434,117,1.971512005191434,498,0.4606270364211417,199,199,0.0129136924075275,2.03837650506835,2.287930912684799,2.51143704815287,False,True,inequalities
pair_bfdd51b8,2714,4919,4919,1.8124539425202653,58,1.8124539425202653,231,0.4171405059682403,243,243,0.0895357406042741,2.201281149631452,2.369474533971978,2.48982253051577,False,True,8105,15598,15598,1.92449105490438,68,1.92449105490438,366,0.4504704450079373,285,285,0.0351634793337446,2.040078173022196,2.2697277969513747,2.4169416036661535,False,True,olympiads_ref
pair_c021c917,135,208,208,1.5407407407407407,20,1.5407407407407407,27,0.338034188034188,24,24,0.1777777777777777,2.3670391600708527,,,False,True,115,176,176,1.5304347826086957,20,1.5304347826086957,22,0.3307312252964426,20,20,0.1739130434782608,2.4384236689469754,,,False,True,number_theory
pair_c0d3928e,1014,1716,1716,1.6923076923076923,38,1.6923076923076923,119,0.3814809450904125,142,142,0.1400394477317554,2.2269701356786378,2.6113250077308585,,False,True,4544,8599,8599,1.8923855633802815,58,1.8923855633802815,195,0.441594272139407,198,198,0.0435739436619718,2.0145245746742706,2.3178278038295685,2.7511615489257055,False,True,cn_k12
pair_c287c8cc,12938,25423,25423,1.9649868604111915,94,1.9649868604111915,615,0.4613694915512296,208,208,0.0160766733652805,2.071701674373368,2.2718233988133454,2.4429673786700272,False,True,13792,27021,27021,1.959179234338747,102,1.959179234338747,681,0.460208038007905,257,257,0.0186339907192575,2.04167019328255,2.3431020225064714,2.4339358644070455,False,True,olympiads
pair_c3b332ce,1439,2640,2640,1.8346073662265463,98,1.8346073662265463,142,0.4209151978436203,39,39,0.0271021542738012,2.126715285065184,2.864390018621999,,False,True,1294,2372,2372,1.833075734157651,87,1.833075734157651,142,0.4206279598927205,28,28,0.0216383307573415,2.1484755716893673,2.9080757314128283,,False,True,aops_forum
pair_c4fe0db7,10264,20029,20029,1.9513834762275917,77,1.9513834762275917,476,0.4594423189648587,230,230,0.0224084177708495,1.9815100388120008,2.145844470805966,2.4483651054579525,False,True,53990,107179,107179,1.9851639192443045,139,1.9851639192443045,1602,0.4694754210179877,258,258,0.0047786627153176,2.000458058864088,2.3044401409582447,2.405111628233611,False,True,olympiads
pair_c5fb8da2,424,680,680,1.6037735849056605,44,1.6037735849056605,36,0.3423973362930078,66,66,0.1556603773584905,2.453987047658023,,,False,True,601,1012,1012,1.6838602329450916,41,1.6838602329450916,47,0.3705056789408956,75,75,0.124792013311148,2.334235693704008,2.7373049739738384,,False,True,math_train
pair_c7a11f6b,259843,503174,503174,1.9364539356457553,82,1.9364539356457553,17126,0.4798745715276475,8140,8140,0.031326608759905,2.6250787670820435,1.3966818611830103,1.5292330553527689,False,True,5284,10082,10082,1.908024224072672,52,1.908024224072672,202,0.465614512098446,132,132,0.0249810749432248,2.0760390399092223,1.718092446312113,2.460386383625039,False,True,math_train
pair_c84a0169,224,365,365,1.6294642857142858,26,1.6294642857142858,30,0.3483488258317025,27,27,0.1205357142857142,2.3805771234262227,,,False,True,311,535,535,1.720257234726688,34,1.720257234726688,28,0.3683144514229047,29,29,0.0932475884244373,2.236648335845884,,,False,True,olympiads
pair_c8cf6c63,3092,5696,5696,1.8421733505821472,63,1.8421733505821472,198,0.422204774554123,208,208,0.0672703751617076,2.1751195960021485,2.3503406978660246,2.6043665271506677,False,True,308,484,484,1.5714285714285714,26,1.5714285714285714,38,0.3378367500268326,54,54,0.1753246753246753,2.23546681034599,,,False,True,olympiads_ref
pair_c9acf82e,11566,22527,22527,1.947691509597095,99,1.947691509597095,410,0.4570522174934835,288,288,0.0249005706380771,2.01214558622189,2.4096548901992065,2.4707778411989896,False,True,15240,29870,29870,1.95997375328084,115,1.95997375328084,619,0.461175100852601,281,281,0.0184383202099737,2.019314348787241,2.325944239850477,2.4098087233322394,False,True,inequalities
