uuid,h_n_lines,h_n_tactics,h_n_have,h_n_premise_refs,h_n_distinct_premises,h_vocab_ratio,a_n_lines,a_n_tactics,a_n_have,a_n_premise_refs,a_n_distinct_premises,a_vocab_ratio
54ac9870-2a9e-59c3-9834-b085f76f5bf1,25,14,5,11,8,0.7272727272727273,8,1,0,5,5,1.0
b21f3236-d5f9-5827-9c69-aa64066f3bc9,35,7,7,16,15,0.9375,16,5,3,3,3,1.0
52b469f2-4a67-5419-bf97-40a98505f426,65,38,4,23,13,0.5652173913043478,34,16,2,16,12,0.75
f07a830b-3e64-5ec7-8afd-475c161df4df,2,0,0,1,6,6.0,2,0,0,2,3,1.5
c3cc3ea9-e3f8-5546-a128-da936797776c,50,37,0,11,13,1.1818181818181819,18,9,2,6,5,0.8333333333333334
849af7a9-c030-550e-840a-d10646486e60,24,17,4,15,20,1.3333333333333333,22,10,6,3,4,1.3333333333333333
7be2480a-9297-5b8a-8892-b3bc3c9a3a50,53,25,1,52,39,0.75,52,27,1,47,33,0.7021276595744681
527c772b-1a9d-5b5f-b126-3f734c0fca8d,9,4,0,1,6,6.0,60,17,7,9,7,0.7777777777777778
87179bc6-eabc-5a30-97f2-4ea746b1aa08,8,3,0,2,4,2.0,10,4,1,5,5,1.0
bcf406a7-3112-5062-ac6d-a4f5e49b7871,68,47,14,47,39,0.8297872340425532,25,7,7,4,3,0.75
24d3c557-13e0-5cc1-8772-8510c5ad0f7b,36,20,4,22,19,0.8636363636363636,9,3,0,4,4,1.0
5f3e048c-ac06-507d-bbe5-1098c2399599,91,42,1,18,10,0.5555555555555556,104,49,16,13,12,0.9230769230769231
ddc40137-c6b3-5bfe-a454-5c151a57ae2d,24,18,4,2,5,2.5,22,11,4,3,3,1.0
3663eb3a-8388-506c-b0d9-92638596d288,11,5,0,1,2,2.0,23,12,5,3,3,1.0
c05c0f3f-df7f-5ec2-9835-17e46bddfc01,31,19,0,14,15,1.0714285714285714,39,19,5,12,7,0.5833333333333334
b535e6de-f9c4-5e0e-88ad-6aa8d825a69e,11,0,0,12,12,1.0,31,20,8,25,5,0.2
3090a705-ad8c-5c9a-86d1-266382124bf2,221,100,29,28,15,0.5357142857142857,19,11,6,4,6,1.5
c25dc050-a35b-518c-8335-74d4251bf660,104,50,30,88,30,0.3409090909090909,60,20,16,66,7,0.10606060606060606
5ccbdde8-ddd0-50c1-a4df-5ef6a967cb17,20,12,2,5,7,1.4,19,7,6,3,3,1.0
df08254f-fe53-53ff-993f-8bd550432e39,22,10,0,12,11,0.9166666666666666,64,24,18,37,7,0.1891891891891892
771a6379-11d8-5799-ae5b-68692c193742,80,48,10,16,17,1.0625,25,16,6,14,10,0.7142857142857143
e59fe251-9afa-5980-bd66-2253077f4a15,153,86,18,118,79,0.6694915254237288,79,38,24,22,11,0.5
9a64ef28-c393-5de8-8f2c-1a929fdae483,31,10,2,17,13,0.7647058823529411,50,27,16,12,3,0.25
04dea9e8-c069-5d3c-b69c-cd1bd30dbc61,16,8,0,3,9,3.0,53,21,23,19,12,0.631578947368421
c5971cb9-3e4e-5443-86f0-0f98cc48e6c8,80,44,0,37,14,0.3783783783783784,262,111,45,133,28,0.21052631578947367
a25858ff-a5b5-557f-a402-93471de7f916,42,17,15,12,4,0.3333333333333333,56,18,22,22,10,0.45454545454545453
81567764-62a2-5040-8b69-bdf70a1d24a3,41,11,2,9,10,1.1111111111111112,22,9,2,22,10,0.45454545454545453
cb601cdf-7d90-5875-ad9a-3ff2111e71cb,24,13,5,23,22,0.9565217391304348,39,23,13,67,27,0.40298507462686567
fccad9e3-387e-5b8a-9e72-4237473a54e4,49,19,7,46,28,0.6086956521739131,28,10,7,17,6,0.35294117647058826
3a370647-3069-53d5-98a1-739dc5f16435,39,16,13,5,4,0.8,23,16,6,5,4,0.8
c68baeaa-ed47-57cf-9c18-6f1b67b9c208,22,5,0,2,15,7.5,19,9,5,1,3,3.0
e9747003-4ee7-50a4-8b7e-053971197faa,41,20,15,23,20,0.8695652173913043,44,20,14,9,9,1.0
c6656936-f9fc-54f6-98ad-1361abd0ea65,138,76,31,51,37,0.7254901960784313,63,30,8,11,7,0.6363636363636364
0860c63c-aa9f-5969-becc-6ba34682e872,12,6,1,18,21,1.1666666666666667,10,2,3,9,9,1.0
83aa2e3a-c50e-57eb-b4de-4f93a4a67ae7,53,27,10,13,13,1.0,56,25,16,4,5,1.25
86496f9f-ee8f-50fe-8388-7f9c160e9c85,14,10,4,8,6,0.75,24,10,8,3,3,1.0
91140f24-7247-50e6-8948-1861567a7915,52,26,18,11,11,1.0,52,29,18,8,7,0.875
adae591a-49c4-587f-98e9-9dd371d5ee53,48,24,7,51,31,0.6078431372549019,35,16,8,10,7,0.7
6e50e7ef-083d-56eb-8fa5-019c4323aef8,106,52,8,16,16,1.0,50,22,16,5,5,1.0
da8e209e-182f-534e-883e-d39b1aa3dbe8,12,5,4,22,12,0.5454545454545454,11,5,0,16,7,0.4375
4d34bb72-7629-52d7-a264-501a314969ae,29,12,9,4,3,0.75,21,12,8,3,4,1.3333333333333333
d51e54ee-e6e8-52b4-8b96-713d4d319706,4,2,0,3,4,1.3333333333333333,23,9,6,9,3,0.3333333333333333
6fdee12b-747b-5921-9369-9d3295ca9222,36,10,3,31,25,0.8064516129032258,35,16,13,21,8,0.38095238095238093
08a1283b-c8e8-5b06-a46c-d309d0cfc4df,33,36,6,58,14,0.2413793103448276,143,86,24,316,16,0.05063291139240506
7bf8165f-b60f-55cd-8f41-e072780baafe,29,14,6,8,11,1.375,37,14,13,1,2,2.0
c42bc5b1-1204-502a-9aff-08f5f2d7ce48,53,19,10,33,17,0.5151515151515151,58,21,13,33,18,0.5454545454545454
0493582a-e390-5333-af2c-0f55efffc9d1,109,50,36,54,9,0.16666666666666666,99,39,35,76,8,0.10526315789473684
ae9ff2a1-3478-5948-b926-e07c014a5581,42,16,9,7,10,1.4285714285714286,11,1,0,2,2,1.0
1ca8a702-a942-5361-8e54-5fd6145eb252,35,20,2,26,19,0.7307692307692307,65,31,20,9,5,0.5555555555555556
c22faa2c-2a01-5304-a685-b9dd72ee17d7,4,1,0,1,2,2.0,4,1,1,1,2,2.0
5cad655a-bbb4-5d43-bd0b-bf09c00aa3e3,25,10,0,14,12,0.8571428571428571,9,4,0,1,2,2.0
5800ca26-aa50-580f-8e81-5a71f13ff458,80,55,35,8,11,1.375,180,84,41,35,6,0.17142857142857143
cb1a9898-3a4c-5a53-8525-ca77df723501,29,10,3,27,11,0.4074074074074074,24,11,6,14,15,1.0714285714285714
3e9bb475-cd34-5046-8131-b0aaab3a7403,36,17,2,2,6,3.0,57,22,13,46,10,0.21739130434782608
39bdbaef-4654-504c-8d97-06824497c772,58,27,6,13,14,1.0769230769230769,32,12,10,2,2,1.0
ab547a8e-3aaa-542e-b74b-27f521fc5c00,4,2,0,7,5,0.7142857142857143,46,8,7,64,4,0.0625
3c52e1f3-b53f-5928-be78-0dbc3117fe7c,24,12,10,13,8,0.6153846153846154,40,19,21,15,7,0.4666666666666667
16cdf305-dd6c-5af7-b756-9973b3c32b6e,18,11,2,7,9,1.2857142857142858,52,25,18,13,8,0.6153846153846154
2f62d825-ba13-5701-bb59-a013a6bc82dd,14,9,1,6,14,2.3333333333333335,35,9,13,2,3,1.5
d8f4a871-17b3-5b95-98eb-78963b89a0de,31,18,1,20,12,0.6,33,14,5,15,6,0.4
ec2dcedf-aff8-5165-b682-35a6838ffe44,35,28,1,9,11,1.2222222222222223,84,31,27,36,19,0.5277777777777778
e300ccc0-c35c-5732-bd89-b31086d1e5e1,37,17,5,5,12,2.4,34,16,8,4,4,1.0
aeeb5cb4-38bc-599e-a790-f8c1f15f4c33,59,46,42,1,2,2.0,59,23,19,7,7,1.0
af19a07d-6781-5e85-b768-77f86ad23628,5,3,0,2,3,1.5,15,5,2,2,3,1.5
b999f6b1-1203-570d-8528-ec7abd9b28ea,80,33,14,31,17,0.5483870967741935,21,9,6,2,3,1.5
3757881d-e225-54f7-9424-89037d3df6ef,73,32,28,16,10,0.625,61,28,21,17,10,0.5882352941176471
90004f80-462f-5120-82a8-0c79377d999e,35,14,2,9,12,1.3333333333333333,20,6,4,4,2,0.5
f6571ba6-9250-5547-86ab-7b530d2324ab,12,5,0,2,18,9.0,10,3,0,2,3,1.5
0a983018-2923-5c8a-a869-241d65609018,44,19,1,7,9,1.2857142857142858,63,34,14,8,6,0.75
d9e524cd-949f-5ef6-a293-fdd46c1ca1df,12,3,0,14,18,1.2857142857142858,8,3,0,2,3,1.5
953d5f07-c8f5-566d-a90c-6d8cd8d095c7,9,3,0,1,3,3.0,16,7,3,1,2,2.0
014f63cf-247f-5feb-8902-a5f6b62da857,38,18,3,37,13,0.35135135135135137,22,8,6,14,6,0.42857142857142855
f0005430-d700-5189-b4cc-19cca2d64081,12,5,3,5,6,1.2,11,5,0,3,3,1.0
1fffe880-eeb3-52de-9568-a0b769109bfb,52,29,7,10,8,0.8,25,5,4,21,12,0.5714285714285714
cbbd6363-4697-50b9-b2c9-f8d86ad36aa8,387,198,61,238,110,0.46218487394957986,31,15,11,41,20,0.4878048780487805
65cdae60-2749-5000-8ff3-d6e88a3f6493,189,133,18,148,42,0.28378378378378377,50,15,13,11,7,0.6363636363636364
337acdd1-22d7-5c1c-98a2-d19c0eadcd23,103,52,16,24,15,0.625,32,17,8,10,9,0.9
69286778-fec8-5655-8340-2fae8ea62ac1,34,14,8,20,18,0.9,30,11,8,4,4,1.0
a542ae57-8ba2-50a7-9671-30e7a3ee0678,16,9,0,6,7,1.1666666666666667,32,17,1,13,8,0.6153846153846154
f52fdc39-4719-5681-9142-fbb74a46ab0d,74,42,6,24,21,0.875,103,40,24,16,8,0.5
e9e61d3f-78f2-581f-9c43-7cab9aed025d,5,2,0,5,8,1.6,5,1,0,3,4,1.3333333333333333
97ce892f-5f6f-5d42-b9d9-77516abd1705,103,47,35,9,10,1.1111111111111112,67,35,19,6,4,0.6666666666666666
3de9a2e0-af87-5c9d-b7df-8cedb966c2c2,68,34,8,8,9,1.125,59,24,13,23,14,0.6086956521739131
1e4638c2-b650-55cf-95b1-589863fef1b7,13,10,4,10,10,1.0,28,10,10,7,5,0.7142857142857143
29a72861-86fd-5266-a867-2e52f95a9cde,7,1,0,7,7,1.0,3,0,0,2,2,1.0
a211999f-920d-523c-ba68-f52236a2b209,69,36,16,32,12,0.375,62,25,27,12,4,0.3333333333333333
55b3a6f1-7da0-520a-b8af-7c86b22c2557,6,1,0,16,12,0.75,23,11,3,37,17,0.4594594594594595
e546038f-58f1-51cc-885c-7445f29b9784,7,3,0,4,5,1.25,11,4,3,9,3,0.3333333333333333
149ec314-638a-5ba1-9499-2822d44dd5cd,67,36,7,4,6,1.5,26,12,7,4,5,1.25
c9d8744b-6cb5-5e00-9351-eb887f677d41,13,10,0,9,11,1.2222222222222223,13,5,1,4,4,1.0
646cd2ed-9371-5dc0-840b-ac7eb57047b2,2,0,0,1,4,4.0,9,4,1,6,3,0.5
ff490b56-7273-559b-8786-33d33e5232f2,49,22,15,5,5,1.0,51,22,15,14,11,0.7857142857142857
0749b78a-7ed5-5845-95b2-444f908258c5,133,72,12,94,58,0.6170212765957447,44,22,12,10,5,0.5
ec75df3a-85a7-5c0d-af8b-3b7817e350fa,66,35,4,6,9,1.5,40,23,16,32,12,0.375
9343459c-f277-53dc-9440-70bf3a627700,8,3,0,11,11,1.0,6,1,0,8,8,1.0
eba4d5df-8d78-5964-9f09-0577088859c9,12,6,0,1,2,2.0,33,11,2,13,6,0.46153846153846156
4d9b42f7-1e85-5d1f-b005-af589db75768,99,54,20,49,28,0.5714285714285714,153,54,26,60,8,0.13333333333333333
63577ea4-d63f-5af2-b154-357c28443c78,86,41,11,6,11,1.8333333333333333,81,33,22,11,10,0.9090909090909091
b4b63346-668f-5b10-af21-4b3fe7ec14fc,53,32,7,4,8,2.0,59,34,10,4,5,1.25
b22c1e47-da81-5b67-a7d7-b2dd0fd947d5,54,27,8,23,19,0.8260869565217391,25,11,2,30,7,0.23333333333333334
c87c42da-13ed-581e-a707-ec69eb12e98a,30,14,7,8,8,1.0,21,5,4,4,4,1.0
3f38a8a8-d691-50bc-b9f2-49393fb74f91,43,28,4,29,21,0.7241379310344828,31,18,1,11,7,0.6363636363636364
79dbdecd-5305-5157-abee-9d2bf9daf56c,32,12,6,5,8,1.6,13,2,0,2,3,1.5
32433cdd-1ab8-564b-a4b6-659528ec2638,34,8,4,1,2,2.0,48,20,14,1,2,2.0
37c40664-678c-5750-bf2e-bd80b4f9bf3b,14,5,3,6,8,1.3333333333333333,21,9,4,3,4,1.3333333333333333
ac4bf753-df59-535c-8c2e-47a057a617f9,21,9,1,9,11,1.2222222222222223,30,12,8,16,9,0.5625
92f85f4b-36bd-5fff-b797-52c8b468967c,15,8,0,10,9,0.9,24,15,2,16,8,0.5
d455fa1e-009e-5a71-acff-ea86eed9b262,159,64,42,31,16,0.5161290322580645,112,55,41,4,3,0.75
57eaa911-d62d-531a-84c8-470366c1eeaf,68,38,9,6,9,1.5,18,5,1,7,4,0.5714285714285714
8a81e6cf-1a17-5bbb-afd9-b4ae2ab61368,76,65,17,24,20,0.8333333333333334,102,67,24,36,8,0.2222222222222222
72ca44d8-86af-543b-8f27-1d59477563c0,57,22,17,31,20,0.6451612903225806,28,11,10,8,6,0.75
526ab436-01e7-51c6-a015-90b1282ad9ae,46,31,17,26,9,0.34615384615384615,78,31,17,34,6,0.17647058823529413
011cd4a8-bdca-5ebd-b1fe-b6d77b15257d,64,41,6,12,15,1.25,7,1,0,3,5,1.6666666666666667
94602a37-ea71-5661-a433-cdb86d32e175,50,29,18,46,9,0.1956521739130435,70,38,31,73,6,0.0821917808219178
49c4d7c8-59d3-59b3-90b3-8ce853e499b5,6,2,2,4,2,0.5,7,2,0,4,3,0.75
cac85e0e-1c5b-5ece-b88b-99cab24a44f6,31,20,8,8,9,1.125,53,24,15,15,6,0.4
e04a626c-a7f9-5590-83c5-126e5ba99ea2,41,30,9,2,7,3.5,14,4,4,2,4,2.0
488843e1-e640-5afe-ba16-d5425fb07678,7,3,0,2,4,2.0,21,12,3,8,6,0.75
3f475e8b-9382-57ef-a562-d1e59b1dae52,38,19,5,13,13,1.0,133,73,39,52,10,0.19230769230769232
1b9f23f3-48d6-533a-9486-cb4e56c42ce4,66,16,2,9,19,2.111111111111111,20,7,4,3,4,1.3333333333333333
f2d9f67a-5471-5448-97cd-abf46efc942e,22,13,4,19,11,0.5789473684210527,29,14,11,17,6,0.35294117647058826
941d18e8-3994-507e-ba6f-a55a456b8b4a,73,39,24,27,5,0.18518518518518517,64,30,18,33,5,0.15151515151515152
cfd687db-a614-5aaa-9a13-a87d54bd8f46,43,24,12,56,6,0.10714285714285714,7,3,0,9,5,0.5555555555555556
41b1c935-99c6-5b8e-b374-9cc764901496,27,18,6,28,30,1.0714285714285714,39,21,17,19,21,1.105263157894737
1df059e2-a84b-5c9e-98fa-f1b3a6e39d9c,10,6,0,1,2,2.0,25,11,4,3,3,1.0
ba3f4bed-e89a-5253-8569-0277df1701ef,52,19,5,11,9,0.8181818181818182,43,18,14,25,18,0.72
e85e8f39-8fc1-5d5e-a583-e84a02c9d37b,126,58,12,57,54,0.9473684210526315,9,2,2,3,4,1.3333333333333333
43f5accc-2f20-5bb0-a957-5579d72fb2c3,7,3,3,3,7,2.3333333333333335,6,2,1,1,5,5.0
c1bb04bb-af65-5257-bf88-da20234d2cad,24,14,6,15,15,1.0,8,3,2,3,2,0.6666666666666666
77fd087d-5af7-58c2-8b26-00b34d5434d9,21,14,1,7,11,1.5714285714285714,57,27,10,10,9,0.9
6f8dd6ba-aa8d-5c09-8465-861500825dc9,46,23,4,17,18,1.0588235294117647,22,11,6,6,3,0.5
9306f294-9f3f-5fae-99f3-af285a061b4c,60,21,12,24,18,0.75,52,17,15,3,3,1.0
4316dbf4-5580-5052-806d-0ed30c617109,25,17,3,1,4,4.0,88,40,18,19,8,0.42105263157894735
9ba9d876-bea8-5244-a343-393c122d9c66,27,4,2,23,14,0.6086956521739131,22,4,2,20,13,0.65
58ff24c2-5c18-5b14-b485-3d738719b20f,88,35,8,35,20,0.5714285714285714,58,26,8,10,9,0.9
541928f4-6d6d-50e9-a8f9-aa9d194d55db,21,10,0,1,14,14.0,22,10,1,2,2,1.0
75f7db76-0fb8-506e-97bd-d1be53e91f87,17,20,0,3,5,1.6666666666666667,77,26,17,10,5,0.5
f255adb6-7edd-5aa1-9ce4-260582afcb67,61,27,7,7,5,0.7142857142857143,35,18,12,12,3,0.25
d84ba343-6065-5559-8706-8288d8b4f0ab,9,5,3,19,2,0.10526315789473684,10,3,3,16,2,0.125
89c0b3d5-faec-53c4-9e6a-8c77ae7f4da1,17,7,0,10,12,1.2,41,26,2,4,3,0.75
cb01d2db-770a-5451-abc3-0bc987411dfd,336,225,47,217,106,0.48847926267281105,11,3,0,7,9,1.2857142857142858
6a5371ad-5cfd-5556-aba1-90e3ab10b585,3,0,0,1,3,3.0,41,15,14,10,10,1.0
62840bad-40df-55ef-b99b-5fa0d0b9760f,4,1,0,5,9,1.8,3,0,0,3,6,2.0
dab0b461-bfe0-54f4-a1ce-de0aa17c9141,14,7,0,7,9,1.2857142857142858,40,23,7,11,5,0.45454545454545453
31c515a5-cf04-5ea7-b1b9-6d76f751555b,4,1,0,2,2,1.0,6,3,1,4,3,0.75
edc9b46d-4760-5b45-b9f5-db506ba129e4,2,0,0,2,7,3.5,2,0,0,2,5,2.5
40400f26-bcec-58ed-874a-7b71b9dc3598,31,23,7,26,24,0.9230769230769231,20,9,2,4,4,1.0
346eca0a-ec1b-55c3-a4df-1212eac88123,68,16,6,2,7,3.5,53,17,9,14,13,0.9285714285714286
4eec1381-8671-5ef2-af4d-861234ba7f3d,48,29,5,31,25,0.8064516129032258,71,24,17,26,18,0.6923076923076923
e05835d9-9d12-50cb-a37b-22912cf24cab,114,57,27,7,7,1.0,113,59,26,7,6,0.8571428571428571
4518cc0a-17a6-5025-8457-207dada98e05,103,47,31,85,19,0.2235294117647059,82,34,32,53,8,0.1509433962264151
32033c3d-6a9b-5ffe-8f8f-9f2d4d446e2b,24,6,2,10,11,1.1,31,17,13,8,6,0.75
878969a1-6f3c-5b1e-851e-c567cbb52a14,96,39,21,38,28,0.7368421052631579,9,6,2,2,3,1.5
052d5199-eccf-5193-a8da-898e228638f6,25,7,5,14,16,1.1428571428571428,49,27,20,13,5,0.38461538461538464
fb9a9d44-3a8c-59b1-9cdc-2c904c119f65,38,20,2,9,9,1.0,55,22,18,40,10,0.25
7ce34886-5b17-567d-9acd-95c830fa21ad,4,2,0,3,4,1.3333333333333333,11,6,3,11,5,0.45454545454545453
39c39f5e-e463-5260-a2ab-b141566ab97d,162,70,20,96,20,0.20833333333333334,20,13,5,2,2,1.0
4c93e16d-f180-5692-82ea-057839d2bcc0,77,32,28,3,3,1.0,109,34,35,4,2,0.5
750e657d-0f82-5ded-968a-a8fc3a784fc2,16,8,1,1,6,6.0,10,4,0,5,7,1.4
21e22d32-4904-5a27-b74d-c98aeaf28165,3,0,0,1,2,2.0,3,0,0,1,2,2.0
5816eda3-e96d-5306-be3d-3c48ffd14b35,108,68,31,23,21,0.9130434782608695,60,17,21,19,10,0.5263157894736842
02f799b6-08c6-5c86-b19c-fd2c1a0bf5bf,42,14,8,10,9,0.9,83,32,35,5,5,1.0
2d9aa016-5f46-5565-adc7-909f153c5351,48,22,7,20,18,0.9,83,42,31,20,8,0.4
9c9103b2-c63d-5459-b5e5-8f477943d7e2,12,0,0,23,26,1.1304347826086956,8,0,0,18,21,1.1666666666666667
9d4bb29e-2eb1-51bd-9b6b-ea86ddea6abc,35,10,4,31,16,0.5161290322580645,37,16,9,25,5,0.2
b12ef43f-5899-5d27-9668-327c3424bf23,36,14,1,6,3,0.5,48,23,3,8,2,0.25
c49205d5-a5ca-544f-b067-4977606dd344,8,3,1,6,6,1.0,42,11,12,10,9,0.9
364be8f1-7c13-5c23-8269-1067ca7f244b,51,20,15,27,21,0.7777777777777778,18,3,6,4,3,0.75
e08383b9-5f32-589a-9f73-6f3043a14285,2,0,0,2,2,1.0,2,0,0,2,2,1.0
991e5429-ad25-5df7-9ac9-563bcabcc7db,28,13,3,9,10,1.1111111111111112,28,13,8,13,11,0.8461538461538461
b2bf4978-1c37-5b5e-bec8-781cedfda949,12,12,2,2,3,1.5,42,23,6,16,11,0.6875
e8f23d54-e489-5656-aea6-bd4ee31875ab,8,2,1,7,4,0.5714285714285714,41,25,1,29,3,0.10344827586206896
d9277ea4-cbe9-5dd2-9b9f-fa9b52cc0ecc,2,0,0,4,4,1.0,2,0,0,4,2,0.5
6369b437-b81a-53a6-b344-94540c67e182,20,7,4,8,7,0.875,16,6,2,10,4,0.4
f9d605e7-fdec-509f-a494-0cebff1d0c8d,45,22,1,16,11,0.6875,25,10,2,55,8,0.14545454545454545
0e1232d6-f4f3-5f1d-b258-74a14713ca77,79,32,6,33,19,0.5757575757575758,104,50,26,17,10,0.5882352941176471
56b9bcff-f33c-59b4-b5f1-e354b873d1b3,252,145,79,178,46,0.25842696629213485,11,10,6,11,9,0.8181818181818182
2f5a0da8-36e2-5c09-a7a9-ab0b8fd39f6c,42,24,5,36,20,0.5555555555555556,27,14,0,29,17,0.5862068965517241
1bc96599-a3e8-5e48-b284-6020110ba92f,108,47,15,17,14,0.8235294117647058,61,31,15,12,9,0.75
567a7178-b99f-52b6-8019-e13ba87f87c6,45,21,13,24,19,0.7916666666666666,28,11,6,19,9,0.47368421052631576
d9b966ca-c914-5552-9409-3e6897543a79,47,29,4,21,17,0.8095238095238095,97,60,24,57,13,0.22807017543859648
24cf7f4e-22d6-5d52-92fc-7c15a745ff60,7,5,2,14,5,0.35714285714285715,18,11,6,28,5,0.17857142857142858
5a7a8a71-cf69-5200-80cf-703dbff51a2e,10,3,3,12,12,1.0,40,19,12,22,16,0.7272727272727273
cf5a1e54-5560-5d0d-988c-8830088382c6,69,47,14,24,27,1.125,58,33,5,17,11,0.6470588235294118
6cd3bbfa-f4cc-5598-94ee-25d942480a87,63,19,13,13,8,0.6153846153846154,50,18,12,11,9,0.8181818181818182
521f4860-27a5-5b9e-9147-decfb7f076a3,4,1,0,4,4,1.0,3,0,0,3,3,1.0
ee37974c-ae8a-5843-8e5c-b524aad04813,99,39,2,32,19,0.59375,87,51,26,10,10,1.0
5467b2a3-47fa-5bc3-9326-b369282edd01,88,36,2,19,14,0.7368421052631579,107,51,31,26,13,0.5
a6f9f388-d18d-54b2-82a9-95bcf894f04d,30,13,0,8,8,1.0,12,5,1,6,5,0.8333333333333334
e50e4ef4-a0f4-525d-b2b0-4603b7f19df8,42,19,1,28,24,0.8571428571428571,25,11,6,4,4,1.0
61c6d911-29f5-58c6-a7be-1ad3920e79b6,58,25,3,13,13,1.0,28,11,5,13,7,0.5384615384615384
a6a4d86e-657b-5b57-ad77-68bbc23651e8,9,2,1,2,3,1.5,19,8,4,5,6,1.2
e45dd21b-5c66-5ed8-93a8-e8e74c15950c,68,31,15,27,9,0.3333333333333333,31,10,0,54,12,0.2222222222222222
26e5f340-53c9-54c5-8d50-7bc6cd1a93a7,77,36,15,3,6,2.0,49,24,8,4,5,1.25
38c594b7-3703-545e-9697-74196f1d59a0,2,0,0,1,3,3.0,2,0,0,1,2,2.0
230ef2df-7978-5cbf-8140-ec3c56f59344,62,40,6,15,15,1.0,122,53,36,21,12,0.5714285714285714
8789b304-8bab-55d5-b34f-24c0037272c6,31,11,3,80,12,0.15,12,15,5,55,6,0.10909090909090909
72211475-f48f-5e79-a5a1-445906af8e8d,5,1,0,1,3,3.0,16,7,1,3,3,1.0
b74058ae-fd78-566e-a16a-ec9b24585f95,8,7,2,4,6,1.5,10,6,3,2,3,1.5
5e1c73b9-73c6-5164-9532-a1671325ba09,30,16,4,6,6,1.0,37,18,14,4,2,0.5
30f6f264-f00e-5839-8214-c526748d6b80,28,13,3,3,5,1.6666666666666667,35,15,10,15,9,0.6
1b782b87-0626-5549-ace2-eddec6db86a8,32,18,1,5,16,3.2,93,33,19,41,9,0.21951219512195122
77c5ce33-d84e-5f53-b6d1-38a20f332dc2,19,7,3,6,7,1.1666666666666667,13,5,1,2,3,1.5
d66b4ef1-0342-5906-bfaf-94e1d81c9101,33,16,1,33,25,0.7575757575757576,30,16,1,29,21,0.7241379310344828
5688be7b-fe29-5461-a9b8-ef84a4763f86,29,9,5,25,9,0.36,23,10,4,11,3,0.2727272727272727
27877b26-4808-5e9a-8fc3-eb2f5cf7d612,32,16,7,13,12,0.9230769230769231,11,5,2,4,3,0.75
cb87f529-25c8-55f5-9566-ed41c27cbec8,2,0,0,1,3,3.0,2,0,0,1,3,3.0
41f0b641-0693-5833-839a-8a28aafdd5c0,89,45,12,12,6,0.5,41,17,12,13,8,0.6153846153846154
0ef9c5ad-b711-503e-82a0-3053eafdba1b,28,15,1,22,18,0.8181818181818182,20,8,0,23,8,0.34782608695652173
19f38ab5-e97a-5add-8c36-10e10809509e,199,89,62,56,13,0.23214285714285715,199,88,62,54,11,0.2037037037037037
337e3166-f998-5008-a3ad-7a0cfcff8b0f,36,22,0,26,19,0.7307692307692307,28,15,1,35,3,0.08571428571428572
45fd0def-3ee8-513f-85c6-87f4d618d6b2,23,15,4,9,13,1.4444444444444444,59,24,24,17,14,0.8235294117647058
517e0184-557b-53bc-a50e-bc8781a9c7f2,26,8,3,9,9,1.0,42,20,19,2,2,1.0
d0bf6a3e-084d-5354-975a-7a115673eb32,5,2,0,2,4,2.0,16,10,0,9,6,0.6666666666666666
2b305d1c-0179-574a-b095-2808725118ec,46,28,0,37,23,0.6216216216216216,37,18,6,37,10,0.2702702702702703
af7858e0-b428-51e8-a847-8fbbc835f3e0,32,10,3,28,28,1.0,71,59,11,39,16,0.41025641025641024
79ce44df-cc29-5581-a83b-c260120263e0,65,34,11,7,9,1.2857142857142858,50,20,11,15,8,0.5333333333333333
1be405c9-6db2-527a-b8b2-da3af2512cda,75,47,8,17,17,1.0,40,19,16,23,11,0.4782608695652174
3b09fc7f-f7ba-5449-b975-631c2f361c12,104,59,17,63,43,0.6825396825396826,38,14,7,24,19,0.7916666666666666
8168de22-611e-510e-b79b-552221a9461d,64,28,11,16,13,0.8125,96,39,45,4,4,1.0
b4d61cac-9148-56de-bb5e-a766a863f015,27,15,6,10,4,0.4,48,19,15,20,8,0.4
ebf13f28-03e0-52d7-a516-d4bacdcdde7c,29,17,0,10,9,0.9,67,25,11,3,3,1.0
46afa51e-346b-5028-b756-10133e427f34,53,26,8,1,3,3.0,33,21,6,9,3,0.3333333333333333
1eaa835f-e998-5a2f-a71b-375efa885b8f,101,57,31,63,11,0.1746031746031746,95,46,20,56,12,0.21428571428571427
aa58b38a-76d9-5db3-aee7-19fd5437fa5b,32,20,5,55,29,0.5272727272727272,30,16,5,42,17,0.40476190476190477
5f299a15-e02c-5b20-8062-29a3c1c5b01f,2,0,0,6,5,0.8333333333333334,7,2,0,8,6,0.75
c2892f29-ba7e-5686-8253-f5dd6c06d102,38,17,7,11,12,1.0909090909090908,158,79,58,130,5,0.038461538461538464
5b95a74a-6fcf-5ee2-86ff-99c1018b642c,36,7,3,16,18,1.125,8,3,2,4,11,2.75
d5d78e79-418d-59d7-b43b-3f5669539e28,11,2,0,19,20,1.0526315789473684,9,0,0,13,15,1.1538461538461537
f3113800-de34-55ea-b776-51c671a764da,24,12,2,16,19,1.1875,39,16,9,4,3,0.75
fbf24db5-af70-57ab-a2a7-d92fa8966a4d,2,3,0,3,4,1.3333333333333333,6,0,0,10,4,0.4
bd880f59-71eb-5b4b-bf14-13bce2505681,37,9,4,31,24,0.7741935483870968,52,20,16,15,6,0.4
